cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
58 	 Bolsonaro considera a parte pelo todo. Acha que seu mundo extremo representa o país. O povo não está vibrando. O povo não quer armas. A população anseia pelas vacinas. 	 @RodrigoMaia Falou o homem que sentou em cima de 63 perdidos de impeachment contra esse insano aí . Vai dormir @RodrigoMaia  agora é tarde demais ... Teve a oportunidade na mão por diversas vezes , não fez agiu porque não quis . 	 0 	 0 	 1 	 0
59 	 Bolsonaro considera a parte pelo todo. Acha que seu mundo extremo representa o país. O povo não está vibrando. O povo não quer armas. A população anseia pelas vacinas. 	 @RodrigoMaia Você não representa nada. Eleito com medíocres 70 mil votos, foi elevado a condição de presidente do congresso em um acerto de compadres. Sabotou a nação enquanto pode. Nunca será esquecido como um mal que permeou a nossa já suja política. A história o avaliará !!! 	 0 	 0 	 0 	 0
60 	 Bolsonaro considera a parte pelo todo. Acha que seu mundo extremo representa o país. O povo não está vibrando. O povo não quer armas. A população anseia pelas vacinas. 	 @RodrigoMaia Sai daí seu interesseiro. Segurastes vários projetos q ajudariam o Brasil e o seu povo.Claro q o povo q vacina, mas tbm q liberdade para comprar(legalmente!) suas armas.Pois, a bandidagem não compra arma, e nem por isso falta-lhes armamento. Quando tu choras Maia,o Brasil sorrir! 	 0 	 0 	 1 	 1
61 	 Com mais de 20 mil papelotes de cocaína, o tal do Max do PCC é liberado após 24 horas de prisão. https://t.co/IUZQamMmYy 	 @SargentoFAHUR Realmente é revoltante ver este tipo de notícia, bandidos tem mais direitos do que os policiais, do que o povo. De repente irão prender os policiais que invadiram a casa do bandido e pegaram os papelotes dele!!! 😠 	 0 	 0 	 0 	 1
62 	 Com mais de 20 mil papelotes de cocaína, o tal do Max do PCC é liberado após 24 horas de prisão. https://t.co/IUZQamMmYy 	 @SargentoFAHUR Fico com dó de quem fez direito ao ver como a justiça no Brasil é frágil e por conveniência. Estudaram tanto para descobrir que a constituição é um mero livro usado somente quando lhe é conveniente ao sistema... RIDÍCULO! 	 0 	 1 	 1 	 1
63 	 Com mais de 20 mil papelotes de cocaína, o tal do Max do PCC é liberado após 24 horas de prisão. https://t.co/IUZQamMmYy 	 @SargentoFAHUR @camaradeputados  e @SenadoFederal ,viraram  vassalos dos ministros abusivos @STF_oficial , o povo está cansado e NÃO AGUENTA MAIS, vamos  dar a resposta à  altura nas urnas em 2022. Esperem e veram, os 354 deputados federais não passam de ratos covardes . https://t.co/cEJmWW9y8y 	 0 	 1 	 1 	 0
64 	 Com mais de 20 mil papelotes de cocaína, o tal do Max do PCC é liberado após 24 horas de prisão. https://t.co/IUZQamMmYy 	 @SargentoFAHUR 39 kg de COCAÍNA pego no Avião da FAB preso na Espanha... Quem mesmo que transportou isso no avião da comitiva do senhor Capitão do Exercito Brasileiro conhecido com Sr. Jair", e o que o senhor vai fazer ein? Investigue também isso. Aguardo. 	 0 	 1 	 1 	 1
65 	 Com mais de 20 mil papelotes de cocaína, o tal do Max do PCC é liberado após 24 horas de prisão. https://t.co/IUZQamMmYy 	 @SargentoFAHUR Sr deputado.Não seria de competência dos senhores deputados criarem leis para evitar que isso aconteça ? Os juízes não estão acima das leis ,uma lei forte e correta não deixaria brecha para isso acontecer . Crítica a justiça é moleza , fazer algo para mudar é a sua obrigação.🆗 	 0 	 0 	 1 	 0
66 	 Foi confirmada para amanhã, às 17h, a sessão deliberativa da @camaradeputados para tratar da apreciação da medida cautelar do STF contra o Deputado @danielPMERJ.  O voto será aberto.  São necessários 257 votos para manter ou reverter a prisão. 	 @CarlaZambelli38 @camaradeputados @danielPMERJ "Deputados Federais têm a chamada IMUNIDADE PARLAMENTAR, ou seja, não podem ser PRESOS ou responder em processos cíveis por suas OPNIÕES; PALAVRAS e VOTOS". Isso ainda vale ou caiu por terra 🤔 	 0 	 1 	 0 	 1
67 	 Foi confirmada para amanhã, às 17h, a sessão deliberativa da @camaradeputados para tratar da apreciação da medida cautelar do STF contra o Deputado @danielPMERJ.  O voto será aberto.  São necessários 257 votos para manter ou reverter a prisão. 	 @CarlaZambelli38 @camaradeputados @danielPMERJ Câmara dos Dep. prostado de cócoras para o STF. Os pares de Daniel Silveira, jogando ele aos leões. Mas, um dia, ele voltará; Forte e maior. Muito maior do que os pusilânimes. que hj estão na câmara. 	 0 	 0 	 1 	 1
68 	 Foi confirmada para amanhã, às 17h, a sessão deliberativa da @camaradeputados para tratar da apreciação da medida cautelar do STF contra o Deputado @danielPMERJ.  O voto será aberto.  São necessários 257 votos para manter ou reverter a prisão. 	 @CarlaZambelli38 @camaradeputados @danielPMERJ Puxa. Acho que pode esperar mais. Ele só está preso, injustamente, sem crime, mas ele que se foda né. Obrigado Câmara dos Deputados pela sua inércia infinita. #SomosTodosDanielSilveira  #DanielSilveiraLivre 	 1 	 0 	 0 	 1
69 	 Foi confirmada para amanhã, às 17h, a sessão deliberativa da @camaradeputados para tratar da apreciação da medida cautelar do STF contra o Deputado @danielPMERJ.  O voto será aberto.  São necessários 257 votos para manter ou reverter a prisão. 	 @CarlaZambelli38 @camaradeputados @danielPMERJ Não acredito mais em ninguém  Por hj tô muito cansada  Aécio  não foi afastado  O senador da cueca volta ao senado  O STF coloca o congresso de joelhos e os deputados concordam  Inacreditável e inaceitável 	 0 	 0 	 1 	 1
70 	 Foi confirmada para amanhã, às 17h, a sessão deliberativa da @camaradeputados para tratar da apreciação da medida cautelar do STF contra o Deputado @danielPMERJ.  O voto será aberto.  São necessários 257 votos para manter ou reverter a prisão. 	 @CarlaZambelli38 @camaradeputados @danielPMERJ Espero que fiques na cadeia um bom tempo, segundo passo é perder o mandato, o Brasil não precisa de gente assim. Como parlamentar deverias respeitar as leis, concorde ou não com ela. Os fins nunca podem justificar os meios. 	 0 	 0 	 1 	 1
71 	 Estamos no começo do ano e parece que 2020 não acabou. Não bastasse a pandemia, temos Bolsonaro desprezando 250 mil vidas, as políticas públicas se esvaindo, venda do Estado, redução de investimentos na saúde e educação, o povo com fome e sem emprego. O brasileiro não merece isso 	 @gleisi Pessoal bom dia. Tem 2 enquetes que fiz agora no meu perfil e pretendo mandar resultados pra alguns deputados sobre a PEC que querem chantagear o auxílio por cortes do valor minimo p educação e saude e outra sobre valor do auxílio emergencial que povo precisa. Votem e compar pfv 	 0 	 0 	 0 	 0
72 	 Estamos no começo do ano e parece que 2020 não acabou. Não bastasse a pandemia, temos Bolsonaro desprezando 250 mil vidas, as políticas públicas se esvaindo, venda do Estado, redução de investimentos na saúde e educação, o povo com fome e sem emprego. O brasileiro não merece isso 	 @gleisi Os hospitais estavam lotados sem pandemia. Agora a balela “fazer lockdown para evitar superlotação de hospital” Em que planeta os políticos do PT vivem? De que se sustentam? Como se reproduzem?A saúde pública era caótica eles que nunca perceberam e não leem o noticiário. https://t.co/8PUf5bjxuY 	 0 	 0 	 0 	 0
73 	 Estamos no começo do ano e parece que 2020 não acabou. Não bastasse a pandemia, temos Bolsonaro desprezando 250 mil vidas, as políticas públicas se esvaindo, venda do Estado, redução de investimentos na saúde e educação, o povo com fome e sem emprego. O brasileiro não merece isso 	 @gleisi Sinceramente, foram 60 milhões de brasileiros que colocaram a raposa(Jair) dentro do galinheiro(presidência). E ainda querem reelege-lo em 2022. Vocês da oposição precisam se unir para tirar este vírus mortal chamado Jair. 	 0 	 0 	 0 	 1
74 	 Estamos no começo do ano e parece que 2020 não acabou. Não bastasse a pandemia, temos Bolsonaro desprezando 250 mil vidas, as políticas públicas se esvaindo, venda do Estado, redução de investimentos na saúde e educação, o povo com fome e sem emprego. O brasileiro não merece isso 	 @gleisi Minha filha mas oq vc ta fazendo apoiando essa PEC nova? Endoidou foi? O teu partido inteiro foi contra, e quem vota ou pensa em votar em vcs tb. Não vamos sair do bolsonarismo se vcs começarem a se fazer de doidos 	 0 	 0 	 1 	 0
75 	 Estamos no começo do ano e parece que 2020 não acabou. Não bastasse a pandemia, temos Bolsonaro desprezando 250 mil vidas, as políticas públicas se esvaindo, venda do Estado, redução de investimentos na saúde e educação, o povo com fome e sem emprego. O brasileiro não merece isso 	 @gleisi Deixa de discurso mentiroso sua corrupta! Incluisve se ele tivesse ficado no controle da situação. O país era outro no quesito pandemia, o que me dar prazer é no final do teu mandato tu ir pra cadeia responder pelos processos que tu é imputados. 	 0 	 0 	 0 	 1
76 	 Pra família o filé mignon, pros amigos a lagosta e a picanha, já o brasileiro assiste tudo isso de camarote enquanto o preço da carne explode nos açougues. 	 @KimKataguiri Você não é deputado? Deputado não faz leis, aprova leis e até derruba vetos presidenciais? Porque não para de chorar no Twitter e cria e a prova uma lei para resolver isto. Ja sei. É porque ela só teria 2 votos. KKKKKKKKK 	 0 	 1 	 0 	 0
77 	 Pra família o filé mignon, pros amigos a lagosta e a picanha, já o brasileiro assiste tudo isso de camarote enquanto o preço da carne explode nos açougues. 	 @KimKataguiri O que me assusta é que poucos como vc "peitam" e tentam reverter essa situação podre que vivemos... Acho muito difícil mudar essa situação... O golpe desse bandido está em curso e não vejo nada que obstacule o intento dele... 	 0 	 0 	 0 	 1
78 	 Pra família o filé mignon, pros amigos a lagosta e a picanha, já o brasileiro assiste tudo isso de camarote enquanto o preço da carne explode nos açougues. 	 @KimKataguiri Porque preço "explode" no açougue? Culpa do governo?  Misturou tudo e no fim poem uma "frase de efeito" pra ficar bonito. Estava indo bem e se perdeu.  Poderia ter mais responsabilidade na postagem. 	 0 	 0 	 0 	 1
79 	 Pra família o filé mignon, pros amigos a lagosta e a picanha, já o brasileiro assiste tudo isso de camarote enquanto o preço da carne explode nos açougues. 	 @KimKataguiri Mas você sabe que o preço tá subindo por causa do mercado externo e nada haver com a política interna. A arroba do boi tá na máxima histórica. Fica difícil não ter carne cara no mercado local se vale a pena exportar, com dólar e boi caro. 	 0 	 0 	 0 	 0
80 	 Pra família o filé mignon, pros amigos a lagosta e a picanha, já o brasileiro assiste tudo isso de camarote enquanto o preço da carne explode nos açougues. 	 @KimKataguiri Hoje fui comprar 1kg de carne moída para o almoço e deu R$ 43,00 achei um absurdo! Em que mundo estamos com um custo tão alto de carne assim?! Mas de boa estamos comprando carne de primeira para nossos representantes políticos, então pq reclamar?! 😥🥺 	 0 	 0 	 0 	 1
81 	 Quem defende o estado de direito não pode permitir prisão ilegal sob qualquer pretexto. Hoje no Brasil há 130 deputados federais capazes de manter essa coerência. Valorize-os pois é o que temos. 	 @lpbragancabr E Bolsonaro caladinho!  O covarde que se cala diante dos tiranos está apoiando os tiranos!   Não apoio mais, enquanto não reagir duramente.   Que venha Orleans e Bragança, Van Hatten, até o Moro, que seja 	 0 	 0 	 1 	 1
82 	 Quem defende o estado de direito não pode permitir prisão ilegal sob qualquer pretexto. Hoje no Brasil há 130 deputados federais capazes de manter essa coerência. Valorize-os pois é o que temos. 	 @lpbragancabr A partir de hoje se estabeleceu a ausência de decisão jurídica no país. O que estamos vendo é que há muito, as decisões já são políticas e agora até quem faz a lei se submete ao partido que subverte a justiça 	 0 	 0 	 1 	 0
83 	 Quem defende o estado de direito não pode permitir prisão ilegal sob qualquer pretexto. Hoje no Brasil há 130 deputados federais capazes de manter essa coerência. Valorize-os pois é o que temos. 	 @lpbragancabr VIVEMOS SOB UMA DITADURA DO STF E DA ESQUERDA  Isso é gravíssimo!  As pessoas não estão dando a dimensão adequada da gravidade.  90% dos juristas SABEM que o que o STF é inconstitucional. Isso NÃO é democracia e estado de direito. 	 0 	 1 	 1 	 1
84 	 Quem defende o estado de direito não pode permitir prisão ilegal sob qualquer pretexto. Hoje no Brasil há 130 deputados federais capazes de manter essa coerência. Valorize-os pois é o que temos. 	 @lpbragancabr Verdade @lpbragancabr ! e eles vieram de vários partidos, que até me surpreendeu.  Gostaria que o Sr. Leve a eles a minha gratidão e parabéns, como eleitor e defensor da democracia do certo e do justo.  Mas o sentimento que ficou, é que nós PERDEMOS A NOSSA DEMOCRACIA. 	 0 	 1 	 1 	 1
85 	 Quem defende o estado de direito não pode permitir prisão ilegal sob qualquer pretexto. Hoje no Brasil há 130 deputados federais capazes de manter essa coerência. Valorize-os pois é o que temos. 	 @lpbragancabr Me lembrei da fala de @lpbragancabr no Especial de Natal do Brasil Paralelo quando falou de sentir-se ou não ofendido. Isso mostra o quão magnânimo é esse pensamento. Não posso dizer o mesmo sobre o 11 ministros do STF. 	 0 	 0 	 1 	 1
86 	 Bolsonaro acaba de publicar decreto que amplia p/ 6 o número de armas que civis podem ter. A política armamentista do presidente não é apenas sobre insegurança pública, é sobre democracia. Bolsonaro está armando seus apoiadores p/ ameaçar as instituições. O golpe está em curso. 	 @MarceloFreixo Seu arrombado em 2005 votamos pelas armas e pela auto defesa mais vcs não respeitaram a vontade do povo. Pq vcs são DITADORES !  O ARROMBADO JA QUE VC É CONTAR AS ARMAS PQ VC TEM SEGURANÇAS ARMADOS ??? HIPOCRISIA É LIXO 	 0 	 1 	 1 	 0
87 	 Bolsonaro acaba de publicar decreto que amplia p/ 6 o número de armas que civis podem ter. A política armamentista do presidente não é apenas sobre insegurança pública, é sobre democracia. Bolsonaro está armando seus apoiadores p/ ameaçar as instituições. O golpe está em curso. 	 @MarceloFreixo Bolsonaro está apenas desfazendo o crime que o PT cometeu, ao recolher as armas de todos os brasileiros logo que assumiu o Poder, mesmo com a população sendo contrária ao desarmamento através de um referendo. O normal é as pessoas (que quiserem) terem armas pra se defender. 	 0 	 0 	 0 	 1
88 	 Bolsonaro acaba de publicar decreto que amplia p/ 6 o número de armas que civis podem ter. A política armamentista do presidente não é apenas sobre insegurança pública, é sobre democracia. Bolsonaro está armando seus apoiadores p/ ameaçar as instituições. O golpe está em curso. 	 @MarceloFreixo Não seria interessante parte do povo anti Bolsonaro aprender a atirar e se armar contra os fascistas? Acabaremos sendo executados por eles tentando colocar flores na ponta do rifle? Visto que ao que tudo indica a oposição não tem força para parar o fascismo e que.... 	 0 	 0 	 0 	 1
